"日期","收市","開市","高","低","成交量","升跌（%）"
"2010年11月18日","78.729","79.035","79.120","78.530","20.41K","-0.61%"
"2010年11月17日","79.210","79.395","79.495","78.970","26.80K","-0.16%"
"2010年11月16日","79.333","78.780","79.585","78.445","37.05K","0.84%"
"2010年11月15日","78.673","78.325","78.860","78.015","29.09K","0.56%"
"2010年11月12日","78.231","78.265","78.640","77.830","37.50K","-0.16%"
"2010年11月11日","78.356","77.795","78.435","77.585","23.20K","0.75%"
"2010年11月10日","77.770","77.855","78.340","77.650","35.10K","0.24%"
"2010年11月9日","77.584","77.380","78.020","76.830","35.10K","0.54%"
"2010年11月8日","77.164","76.690","77.300","76.515","23.89K","0.62%"
"2010年11月5日","76.691","75.935","76.785","75.935","24.06K","0.91%"
"2010年11月4日","76.000","76.530","76.630","75.760","27.28K","-0.81%"
"2010年11月3日","76.623","76.890","77.375","75.235","41.30K","-0.35%"
"2010年11月2日","76.892","77.385","77.495","76.810","21.30K","-0.76%"
"2010年11月1日","77.481","77.105","77.625","76.965","21.60K","0.03%"
"2010年10月29日","77.457","77.420","77.960","76.900","20.24K","-0.06%"
"2010年10月28日","77.503","78.205","78.265","77.360","24.75K","-1.12%"
"2010年10月27日","78.377","77.905","78.510","77.760","30.79K","0.60%"
"2010年10月26日","77.910","77.510","78.040","77.240","23.80K","0.79%"
"2010年10月25日","77.303","77.550","77.650","76.875","16.34K","-0.49%"
"2010年10月22日","77.685","77.740","77.965","75.850","15.96K","0.07%"
"2010年10月21日","77.634","77.320","77.870","77.070","29.08K","0.28%"
"2010年10月20日","77.414","78.590","78.610","77.280","32.41K","-1.28%"
"2010年10月19日","78.421","77.310","78.570","77.130","38.29K","1.66%"
"2010年10月18日","77.137","77.255","77.865","77.125","20.89K","-0.17%"
"2010年10月15日","77.268","76.975","77.355","76.335","38.80K","0.50%"
"2010年10月14日","76.881","77.185","77.185","76.475","25.46K","-0.53%"
"2010年10月13日","77.287","77.510","77.540","77.170","21.87K","-0.39%"
"2010年10月12日","77.588","77.815","78.170","77.435","25.45K","-0.10%"
"2010年10月11日","77.664","77.150","77.785","77.050","12.34K","0.13%"
"2010年10月8日","77.563","77.650","77.990","77.360","29.59K","-0.10%"
"2010年10月7日","77.642","77.705","77.940","77.150","32.06K","0.03%"
"2010年10月6日","77.620","77.945","78.150","77.520","23.44K","-0.45%"
"2010年10月5日","77.967","78.825","78.900","77.880","26.09K","-0.88%"
"2010年10月4日","78.658","78.240","78.720","78.240","16.31K","0.44%"
"2010年10月1日","78.313","78.990","79.015","78.220","20.94K","-0.79%"
"2010年9月30日","78.938","78.980","79.250","78.620","32.19K","0.04%"
"2010年9月29日","78.905","79.165","79.210","78.825","19.50K","-0.39%"
"2010年9月28日","79.212","79.770","80.010","79.055","29.00K","-0.43%"
"2010年9月27日","79.554","79.530","79.755","79.395","13.23K","-0.06%"
"2010年9月24日","79.599","80.440","80.470","79.465","24.91K","-0.81%"
"2010年9月23日","80.247","80.045","80.395","79.915","28.93K","0.23%"
"2010年9月22日","80.064","80.490","80.505","79.770","22.35K","-0.75%"
"2010年9月21日","80.673","81.565","81.570","80.425","24.05K","-1.11%"
"2010年9月20日","81.582","81.665","81.740","81.255","15.78K","-0.07%"
"2010年9月17日","81.641","81.550","81.770","81.075","15.83K","0.17%"
"2010年9月16日","81.501","81.730","81.870","81.335","16.97K","-0.31%"
"2010年9月15日","81.751","81.445","81.990","81.330","35.95K","0.51%"
"2010年9月14日","81.339","82.205","82.295","81.245","32.02K","-0.92%"
"2010年9月13日","82.092","82.675","82.680","82.060","0.86K","-0.74%"
"2010年9月10日","82.701","82.775","82.995","82.465","10.64K","0.01%"
"2010年9月9日","82.690","82.595","82.835","82.345","16.73K","0.13%"
"2010年9月8日","82.580","82.860","82.945","82.380","29.45K","-0.32%"
"2010年9月7日","82.844","82.330","82.940","82.305","31.21K","0.94%"
"2010年9月6日","82.070","82.050","82.160","81.885","5.25K","-0.07%"
"2010年9月3日","82.124","82.485","82.635","82.015","20.91K","-0.46%"
"2010年9月2日","82.501","82.545","82.635","82.305","17.23K","-0.06%"
"2010年9月1日","82.549","83.180","83.265","82.225","23.57K","-0.85%"
"2010年8月31日","83.254","83.240","83.400","82.925","21.73K","0.03%"
"2010年8月30日","83.226","82.850","83.405","82.790","14.73K","0.31%"
"2010年8月27日","82.968","82.975","83.235","82.690","23.10K","-0.02%"
"2010年8月26日","82.983","83.260","83.330","82.665","29.45K","-0.42%"
"2010年8月25日","83.331","83.365","83.570","83.000","25.56K","0.15%"
"2010年8月24日","83.206","83.445","83.635","82.895","37.59K","-0.03%"
"2010年8月23日","83.228","83.165","83.375","82.955","18.63K","0.08%"
"2010年8月20日","83.160","82.580","83.430","82.515","21.30K","0.75%"
"2010年8月19日","82.540","82.625","82.835","82.095","20.38K","0.28%"
"2010年8月18日","82.310","82.370","82.605","81.995","14.08K","-0.02%"
"2010年8月17日","82.324","82.575","82.610","82.115","13.81K","-0.38%"
"2010年8月16日","82.635","83.030","83.140","82.350","11.21K","-0.49%"
"2010年8月13日","83.038","82.700","83.350","82.290","15.14K","0.33%"
"2010年8月12日","82.767","82.590","82.935","82.235","17.75K","0.41%"
"2010年8月11日","82.428","81.090","82.630","81.080","31.55K","1.86%"
"2010年8月10日","80.924","80.845","81.650","80.775","32.68K","0.17%"
"2010年8月9日","80.789","80.485","80.840","80.345","11.86K","0.36%"
"2010年8月6日","80.496","80.890","81.230","80.170","20.21K","-0.54%"
"2010年8月5日","80.930","81.090","81.225","80.625","14.15K","-0.08%"
"2010年8月4日","80.992","80.720","81.220","80.600","17.99K","0.38%"
"2010年8月3日","80.684","81.010","81.130","80.555","14.53K","-0.46%"
"2010年8月2日","81.055","81.570","81.670","80.900","16.29K","-0.73%"
"2010年7月30日","81.655","81.760","82.080","81.565","17.16K","-0.12%"
"2010年7月29日","81.754","82.220","82.285","81.600","16.10K","-0.68%"
"2010年7月28日","82.310","82.305","82.425","82.070","14.00K","-0.02%"
"2010年7月27日","82.328","82.230","82.530","81.970","15.69K","0.10%"
"2010年7月26日","82.242","82.700","82.815","82.135","15.88K","-0.47%"
"2010年7月23日","82.629","82.690","83.220","82.390","25.68K","-0.18%"
"2010年7月22日","82.782","83.470","83.545","82.640","21.06K","-0.97%"
"2010年7月21日","83.593","82.880","83.640","82.760","19.00K","0.80%"
"2010年7月20日","82.929","82.820","83.270","82.355","17.82K","0.27%"
"2010年7月19日","82.705","82.790","82.995","82.500","18.98K","0.06%"
"2010年7月16日","82.658","82.610","82.795","82.250","22.19K","-0.10%"
"2010年7月15日","82.743","83.590","83.685","82.430","25.13K","-1.02%"
"2010年7月14日","83.598","83.710","83.875","83.365","16.82K","-0.27%"
"2010年7月13日","83.821","84.425","84.725","83.545","25.69K","-0.69%"
"2010年7月12日","84.407","84.080","84.635","84.080","12.71K","0.30%"
"2010年7月9日","84.152","83.995","84.315","83.835","16.39K","0.14%"
"2010年7月8日","84.036","84.195","84.245","83.880","17.82K","-0.00%"
"2010年7月7日","84.038","84.280","84.595","83.965","19.01K","-0.32%"
"2010年7月6日","84.306","84.950","85.075","84.040","19.22K","-0.66%"
"2010年7月5日","84.862","84.725","84.960","84.560","1.58K","0.23%"
"2010年7月2日","84.670","84.855","85.010","84.360","20.61K","-0.37%"
"2010年7月1日","84.984","86.450","86.545","84.675","36.02K","-1.50%"
"2010年6月30日","86.281","86.480","86.570","85.875","17.90K","-0.07%"
"2010年6月29日","86.340","85.910","86.600","85.910","19.98K","0.49%"
"2010年6月28日","85.922","85.580","86.065","85.475","15.19K","0.40%"
"2010年6月25日","85.579","86.000","86.415","85.520","18.56K","-0.51%"
"2010年6月24日","86.017","86.130","86.280","85.685","18.67K","-0.04%"
"2010年6月23日","86.048","86.400","86.710","85.905","24.35K","-0.42%"
"2010年6月22日","86.408","86.210","86.545","86.045","15.42K","0.20%"
"2010年6月21日","86.239","85.670","86.345","85.360","19.02K","0.31%"
"2010年6月18日","85.976","85.925","86.060","85.735","8.43K","-0.01%"
"2010年6月17日","85.982","86.485","86.810","85.795","20.95K","-0.47%"
"2010年6月16日","86.386","86.365","86.705","86.210","15.33K","0.11%"
"2010年6月15日","86.290","87.000","87.175","86.190","15.98K","-0.25%"
"2010年6月14日","86.504","87.400","87.400","86.380","1.89K","-1.16%"
"2010年6月11日","87.517","87.030","87.670","86.960","15.86K","0.40%"
"2010年6月10日","87.166","87.940","88.080","86.770","30.70K","-0.87%"
"2010年6月9日","87.935","88.185","88.425","87.445","32.77K","-0.61%"
"2010年6月8日","88.473","88.545","88.650","88.020","35.40K","0.01%"
"2010年6月7日","88.463","88.400","88.800","88.230","20.71K","0.17%"
"2010年6月4日","88.315","87.190","88.405","86.975","37.18K","1.26%"
"2010年6月3日","87.214","86.770","87.350","86.385","19.55K","0.39%"
"2010年6月2日","86.877","86.810","87.265","86.695","17.00K","0.18%"
"2010年6月1日","86.725","86.725","87.580","86.220","28.00K","0.06%"
"2010年5月31日","86.670","86.860","86.860","86.535","2.50K","0.10%"
"2010年5月28日","86.582","86.340","86.895","85.935","25.26K","0.35%"
"2010年5月27日","86.282","87.370","87.375","86.205","30.50K","-1.10%"
"2010年5月26日","87.244","86.725","87.480","86.625","25.89K","0.41%"
"2010年5月25日","86.888","86.600","87.550","86.425","37.33K","0.64%"
"2010年5月24日","86.337","85.680","86.630","85.655","18.94K","0.94%"
"2010年5月21日","85.537","85.860","86.200","85.325","35.86K","-0.20%"
"2010年5月20日","85.706","86.475","86.985","85.555","49.47K","-0.96%"
"2010年5月19日","86.540","87.595","87.625","86.235","51.81K","-0.89%"
"2010年5月18日","87.315","86.370","87.525","86.045","45.17K","1.09%"
"2010年5月17日","86.377","86.410","87.210","86.200","27.77K","0.17%"
"2010年5月14日","86.231","85.485","86.435","85.335","32.38K","1.04%"
"2010年5月13日","85.342","84.885","85.570","84.660","20.77K","0.44%"
"2010年5月12日","84.967","84.855","85.100","84.330","20.44K","0.42%"
"2010年5月11日","84.613","84.585","84.905","84.330","24.66K","0.33%"
"2010年5月10日","84.335","83.900","84.540","83.070","37.30K","-0.38%"
"2010年5月7日","84.659","84.995","85.355","84.235","69.10K","-0.46%"
"2010年5月6日","85.047","84.265","85.460","84.060","68.91K","1.01%"
"2010年5月5日","84.200","83.615","84.435","83.470","39.60K","0.93%"
"2010年5月4日","83.421","82.490","83.650","82.405","30.92K","1.24%"
"2010年5月3日","82.399","82.050","82.690","81.870","13.06K","0.50%"
"2010年4月30日","81.991","82.075","82.230","81.745","16.63K","-0.21%"
"2010年4月29日","82.161","82.480","82.540","82.035","21.45K","-0.45%"
"2010年4月28日","82.535","82.430","82.870","82.160","31.16K","0.27%"
"2010年4月27日","82.310","81.380","82.750","81.360","34.23K","0.85%"
"2010年4月26日","81.615","81.580","81.845","81.365","13.24K","0.14%"
"2010年4月23日","81.498","82.115","82.200","81.450","24.67K","-0.23%"
"2010年4月22日","81.682","81.320","81.925","81.140","21.23K","0.51%"
"2010年4月21日","81.266","81.200","81.440","81.065","15.06K","0.15%"
"2010年4月20日","81.141","81.055","81.235","80.860","17.13K","0.04%"
"2010年4月19日","81.105","81.010","81.390","80.965","18.86K","0.20%"
"2010年4月16日","80.944","80.635","81.035","80.580","25.51K","0.45%"
"2010年4月15日","80.585","80.280","80.835","80.250","20.29K","0.37%"
"2010年4月14日","80.291","80.555","80.615","80.140","29.08K","-0.41%"
"2010年4月13日","80.625","80.695","80.885","80.395","16.46K","-0.08%"
"2010年4月12日","80.692","80.850","80.850","80.215","20.48K","-0.68%"
"2010年4月9日","81.241","81.575","81.745","81.010","27.93K","-0.56%"
"2010年4月8日","81.701","81.805","82.060","81.615","21.90K","0.11%"
"2010年4月7日","81.612","81.615","81.910","81.540","17.98K","0.05%"
"2010年4月6日","81.570","81.315","81.815","81.315","19.24K","0.39%"
"2010年4月5日","81.254","81.285","81.455","81.100","10.93K","-0.23%"
"2010年4月2日","81.444","80.875","81.470","80.520","6.01K","0.58%"
"2010年4月1日","80.972","81.215","81.475","80.810","26.74K","-0.39%"
"2010年3月31日","81.291","81.670","81.940","81.095","33.71K","-0.55%"
"2010年3月30日","81.738","81.470","81.825","81.235","17.16K","0.14%"
"2010年3月29日","81.624","81.620","81.910","81.445","15.00K","-0.43%"
"2010年3月26日","81.978","82.320","82.320","81.850","24.83K","-0.52%"
"2010年3月25日","82.405","82.145","82.520","81.895","24.73K","0.36%"
"2010年3月24日","82.106","81.185","82.310","81.125","30.19K","1.22%"
"2010年3月23日","81.118","80.785","81.250","80.775","19.87K","0.29%"
"2010年3月22日","80.883","80.975","81.345","80.780","19.53K","-0.11%"
"2010年3月19日","80.975","80.485","81.135","80.440","27.11K","0.67%"
"2010年3月18日","80.440","79.950","80.665","79.945","24.35K","0.74%"
"2010年3月17日","79.850","79.925","80.075","79.730","21.96K","-0.18%"
"2010年3月16日","79.995","80.415","80.535","79.850","22.66K","-0.22%"
"2010年3月15日","80.175","79.770","80.180","79.765","1.02K","0.42%"
"2010年3月12日","79.840","80.300","80.330","79.650","28.66K","-0.59%"
"2010年3月11日","80.315","80.535","80.570","80.250","30.57K","-0.19%"
"2010年3月10日","80.465","80.615","80.865","80.315","31.32K","-0.17%"
"2010年3月9日","80.605","80.475","80.880","80.440","24.08K","0.19%"
"2010年3月8日","80.455","80.425","80.580","80.100","28.84K","-0.01%"
"2010年3月5日","80.460","80.580","80.920","80.430","19.37K","-0.16%"
"2010年3月4日","80.585","80.085","80.700","79.970","23.70K","0.71%"
"2010年3月3日","80.020","80.445","80.600","79.835","29.36K","-0.69%"
"2010年3月2日","80.575","80.930","81.340","80.425","26.62K","-0.16%"
"2010年3月1日","80.705","80.535","81.315","80.330","26.63K","0.33%"
"2010年2月26日","80.440","80.820","80.835","80.190","29.02K","-0.52%"
"2010年2月25日","80.860","80.935","81.195","80.700","23.74K","-0.07%"
"2010年2月24日","80.915","80.980","80.980","80.410","22.22K","0.01%"
"2010年2月23日","80.910","80.590","81.050","80.145","25.90K","0.40%"
"2010年2月22日","80.585","80.690","80.745","80.430","12.48K","-0.17%"
"2010年2月19日","80.720","81.195","81.430","80.600","23.32K","0.32%"
"2010年2月18日","80.465","80.630","81.200","80.255","28.13K","-0.01%"
"2010年2月17日","80.475","79.720","80.610","79.610","28.48K","0.90%"
"2010年2月16日","79.755","80.435","80.445","79.655","25.04K","-0.85%"
"2010年2月15日","80.435","80.470","80.615","80.295","2.08K","0.03%"
"2010年2月12日","80.410","80.180","80.835","80.075","29.51K","0.39%"
"2010年2月11日","80.100","80.020","80.600","79.820","32.33K","-0.05%"
"2010年2月10日","80.140","79.895","80.435","79.770","29.87K","0.19%"
"2010年2月9日","79.990","80.530","80.530","79.650","42.68K","-0.56%"
"2010年2月8日","80.440","80.560","80.665","80.230","27.54K","-0.19%"
"2010年2月5日","80.595","80.300","80.820","80.095","42.76K","0.65%"
"2010年2月4日","80.075","79.635","80.225","79.510","29.02K","0.66%"
"2010年2月3日","79.550","79.145","79.620","78.830","23.17K","0.47%"
"2010年2月2日","79.180","79.410","79.580","79.135","15.68K","-0.30%"
"2010年2月1日","79.420","79.610","79.760","79.350","18.21K","-0.29%"
"2010年1月29日","79.650","79.240","79.680","79.070","23.63K","0.70%"
"2010年1月28日","79.100","78.975","79.265","78.750","25.04K","0.29%"
"2010年1月27日","78.870","78.675","79.050","78.530","21.11K","0.33%"
"2010年1月26日","78.610","78.305","78.835","78.235","19.40K","0.33%"
"2010年1月25日","78.350","78.430","78.515","78.200","11.29K","-0.10%"
"2010年1月22日","78.430","78.515","78.730","78.220","20.92K","-0.11%"
"2010年1月21日","78.515","78.495","79.000","78.300","30.32K","0.02%"
"2010年1月20日","78.500","77.675","78.640","77.675","21.02K","1.09%"
"2010年1月19日","77.650","77.165","77.855","77.090","14.31K","0.58%"
"2010年1月18日","77.205","77.500","77.550","77.200","2.51K","-0.35%"
"2010年1月15日","77.480","77.010","77.560","76.985","13.01K","0.77%"
"2010年1月14日","76.885","76.920","77.175","76.810","12.40K","-0.14%"
"2010年1月13日","76.990","77.265","77.325","76.740","15.82K","-0.17%"
"2010年1月12日","77.120","77.310","77.460","76.890","25.03K","-0.05%"
"2010年1月11日","77.160","77.630","77.660","76.945","20.21K","-0.64%"
"2010年1月8日","77.655","78.200","78.435","77.545","23.91K","-0.58%"
"2010年1月7日","78.105","77.615","78.270","77.600","15.51K","0.58%"
"2010年1月6日","77.655","77.940","78.215","77.580","16.01K","-0.25%"
"2010年1月5日","77.850","77.765","77.950","77.390","19.30K","0.03%"
"2010年1月4日","77.830","78.355","78.590","77.575","18.39K","-0.59%"
"2010年1月1日","78.290","78.290","78.290","78.290","-","0.09%"
"2009年12月31日","78.220","78.220","78.395","77.790","7.95K","-0.07%"
"2009年12月30日","78.275","78.300","78.550","78.150","12.49K","0.12%"
"2009年12月29日","78.185","78.080","78.275","77.665","11.80K","0.22%"
"2009年12月28日","78.015","78.100","78.215","77.900","4.70K","-0.24%"
"2009年12月25日","78.200","78.200","78.200","78.200","-","0.03%"
"2009年12月24日","78.175","78.225","78.260","77.850","4.97K","-0.07%"
"2009年12月23日","78.230","78.610","78.705","78.075","15.24K","-0.48%"
"2009年12月22日","78.610","78.395","78.770","78.220","15.64K","0.24%"
"2009年12月21日","78.420","78.165","78.500","77.965","18.22K","0.29%"
"2009年12月18日","78.195","78.020","78.500","77.745","20.93K","0.13%"
"2009年12月17日","78.090","77.310","78.280","77.290","29.65K","0.98%"
"2009年12月16日","77.335","77.310","77.385","76.945","16.24K","0.05%"
"2009年12月15日","77.300","76.755","77.575","76.725","17.32K","1.16%"
"2009年12月14日","76.414","76.610","76.625","76.260","12.24K","-0.22%"
"2009年12月11日","76.585","76.055","76.740","75.735","12.24K","0.68%"
"2009年12月10日","76.070","76.000","76.240","75.865","12.21K","0.02%"
"2009年12月9日","76.055","76.275","76.340","75.875","41.51K","-0.36%"
"2009年12月8日","76.330","75.655","76.355","75.545","23.14K","0.69%"
"2009年12月7日","75.810","75.750","76.255","75.480","31.40K","-0.21%"
"2009年12月4日","75.970","74.835","76.000","74.645","41.71K","1.74%"
"2009年12月3日","74.670","74.595","74.875","74.360","14.52K","-0.05%"
"2009年12月2日","74.705","74.470","74.715","74.400","12.55K","0.39%"
"2009年12月1日","74.415","74.845","75.160","74.310","15.54K","-0.69%"
"2009年11月30日","74.935","75.000","75.060","74.535","18.37K","-0.14%"
"2009年11月27日","75.040","75.020","75.665","74.970","18.26K","0.21%"
"2009年11月26日","74.885","74.340","75.070","74.210","4.09K","0.75%"
"2009年11月25日","74.325","75.165","75.165","74.270","18.37K","-1.06%"
"2009年11月24日","75.125","75.290","75.525","75.060","13.30K","-0.06%"
"2009年11月23日","75.170","75.800","75.845","75.025","16.33K","-0.74%"
"2009年11月20日","75.730","75.375","76.500","75.285","18.63K","0.48%"
"2009年11月19日","75.370","75.200","75.645","75.200","13.49K","0.14%"
"2009年11月18日","75.265","75.340","75.430","74.985","12.08K","-0.27%"
"2009年11月17日","75.465","74.935","75.720","74.930","15.07K","0.73%"
"2009年11月16日","74.920","75.360","75.405","74.750","18.34K","-0.67%"
"2009年11月13日","75.425","75.695","75.760","75.225","17.58K","-0.36%"
"2009年11月12日","75.695","75.070","75.880","75.030","16.77K","0.58%"
"2009年11月11日","75.260","75.020","75.325","74.855","14.03K","0.20%"
"2009年11月10日","75.110","75.160","75.375","75.035","12.92K","-0.03%"
"2009年11月9日","75.135","75.810","75.830","75.025","16.42K","-1.06%"
"2009年11月6日","75.940","75.875","76.110","75.590","19.63K","0.10%"
"2009年11月5日","75.865","76.020","76.165","75.645","15.24K","0.05%"
"2009年11月4日","75.825","76.520","76.545","75.705","25.71K","-0.97%"
"2009年11月3日","76.570","76.310","77.500","76.225","26.67K","0.14%"
"2009年11月2日","76.460","76.475","76.575","76.080","14.32K","-0.02%"
"2009年10月30日","76.475","76.075","76.580","75.975","16.81K","0.54%"
"2009年10月29日","76.065","76.620","76.735","75.995","19.25K","-0.68%"
"2009年10月28日","76.585","76.240","76.705","76.130","16.84K","0.40%"
"2009年10月27日","76.280","76.220","76.490","75.905","19.00K","0.11%"
"2009年10月26日","76.195","75.600","76.260","75.340","18.52K","0.79%"
"2009年10月23日","75.600","75.205","75.665","75.105","14.26K","0.48%"
"2009年10月22日","75.240","75.250","75.670","75.175","12.71K","0.17%"
"2009年10月21日","75.110","75.725","75.895","75.085","14.02K","-0.82%"
"2009年10月20日","75.730","75.400","75.935","75.265","12.41K","0.30%"
"2009年10月19日","75.505","75.800","76.070","75.250","9.50K","-0.35%"
"2009年10月16日","75.770","75.565","76.080","75.470","12.41K","0.15%"
"2009年10月15日","75.660","75.605","75.945","75.405","12.87K","-0.09%"
"2009年10月14日","75.725","76.030","76.070","75.510","14.21K","-0.58%"
"2009年10月13日","76.165","76.270","76.470","75.920","8.24K","-0.16%"
"2009年10月12日","76.290","76.520","76.845","76.185","4.51K","-0.43%"
"2009年10月9日","76.620","76.175","76.725","76.130","9.85K","0.64%"
"2009年10月8日","76.130","76.515","76.515","75.680","14.30K","-0.70%"
"2009年10月7日","76.665","76.480","76.800","76.300","3.87K","0.22%"
"2009年10月6日","76.495","76.850","76.880","76.280","9.25K","-0.44%"
"2009年10月5日","76.835","77.210","77.235","76.805","3.38K","-0.49%"
"2009年10月2日","77.215","77.505","77.720","76.865","9.41K","-0.26%"
"2009年10月1日","77.415","76.870","77.495","76.800","8.96K","0.72%"
"2009年9月30日","76.860","77.280","77.290","76.680","12.13K","-0.65%"
"2009年9月29日","77.360","77.200","77.735","77.025","7.69K","0.12%"
"2009年9月28日","77.270","76.880","77.480","76.720","8.14K","0.33%"
"2009年9月25日","77.015","77.160","77.285","76.685","7.52K","-0.13%"
"2009年9月24日","77.115","76.595","77.255","76.280","10.56K","1.07%"
"2009年9月23日","76.295","76.225","76.755","76.045","7.55K","-0.07%"
"2009年9月22日","76.350","76.955","76.955","76.220","5.89K","-0.84%"
"2009年9月21日","77.000","76.750","77.335","76.700","7.26K","0.43%"
"2009年9月18日","76.670","76.515","76.930","76.485","6.79K","0.31%"
"2009年9月17日","76.430","76.530","76.655","76.230","6.67K","-0.06%"
"2009年9月16日","76.475","76.715","76.815","76.375","5.48K","-0.40%"
"2009年9月15日","76.785","76.835","77.315","76.660","7.71K","0.07%"
"2009年9月14日","76.732","76.650","77.090","76.620","0.64K","0.12%"
"2009年9月11日","76.640","76.830","76.850","76.445","4.25K","-0.25%"
"2009年9月10日","76.830","77.055","77.230","76.710","13.63K","-0.35%"
"2009年9月9日","77.100","77.285","77.465","76.815","14.61K","-0.31%"
"2009年9月8日","77.340","78.005","78.045","77.065","22.98K","-0.86%"
"2009年9月7日","78.010","78.160","78.170","77.745","3.74K","-0.20%"
"2009年9月4日","78.165","78.515","78.760","78.035","5.46K","-0.45%"
"2009年9月3日","78.520","78.400","78.580","78.030","6.35K","0.11%"
"2009年9月2日","78.435","78.825","78.900","78.295","7.24K","-0.47%"
"2009年9月1日","78.805","78.170","79.010","77.975","12.32K","0.75%"
"2009年8月31日","78.220","78.355","78.635","78.025","5.33K","-0.21%"
"2009年8月28日","78.385","78.085","78.435","77.910","4.03K","0.42%"
"2009年8月27日","78.055","78.710","78.795","77.890","10.30K","-0.84%"
"2009年8月26日","78.720","78.415","78.895","78.185","9.36K","0.54%"
"2009年8月25日","78.295","78.290","78.485","77.860","5.64K","-0.04%"
"2009年8月24日","78.330","78.050","78.385","78.000","3.02K","0.29%"
"2009年8月21日","78.100","78.455","78.650","77.810","8.76K","-0.45%"
"2009年8月20日","78.450","78.500","78.745","78.365","3.91K","-0.12%"
"2009年8月19日","78.545","78.960","79.310","78.405","8.98K","-0.62%"
"2009年8月18日","79.035","79.315","79.460","78.980","4.37K","-0.46%"
"2009年8月17日","79.400","78.990","79.695","78.860","8.65K","0.50%"
"2009年8月14日","79.005","78.555","79.030","78.305","5.58K","0.54%"
"2009年8月13日","78.580","78.900","78.925","78.325","6.76K","-0.41%"
"2009年8月12日","78.900","79.260","79.515","78.720","6.27K","-0.49%"
"2009年8月11日","79.285","79.365","79.475","79.115","3.61K","-0.13%"
"2009年8月10日","79.385","78.825","79.515","78.825","7.57K","0.35%"
"2009年8月7日","79.105","78.045","79.210","77.895","13.10K","1.22%"
"2009年8月6日","78.155","77.700","78.240","77.590","4.71K","0.71%"
"2009年8月5日","77.605","77.750","77.980","77.520","5.90K","-0.35%"
"2009年8月4日","77.880","77.710","77.920","77.555","5.56K","0.17%"
"2009年8月3日","77.750","78.160","78.585","77.565","8.88K","-0.89%"
"2009年7月31日","78.450","79.375","79.400","78.310","9.60K","-1.20%"
"2009年7月30日","79.405","79.725","79.770","79.305","4.15K","-0.48%"
"2009年7月29日","79.785","79.090","79.810","78.875","7.27K","0.99%"
"2009年7月28日","79.000","78.750","79.210","78.420","5.97K","0.31%"
"2009年7月27日","78.755","78.805","79.125","78.510","4.81K","-0.18%"
"2009年7月24日","78.895","79.105","79.245","78.740","2.72K","-0.09%"
"2009年7月23日","78.970","78.990","79.320","78.585","6.20K","0.14%"
"2009年7月22日","78.860","79.050","79.220","78.695","7.02K","-0.29%"
"2009年7月21日","79.090","79.030","79.250","78.740","6.27K","0.05%"
"2009年7月20日","79.050","79.520","79.605","78.925","7.36K","-0.57%"
"2009年7月17日","79.505","79.465","79.815","79.410","3.09K","0.17%"
"2009年7月16日","79.370","79.590","79.775","79.285","4.08K","-0.11%"
"2009年7月15日","79.460","80.145","80.185","79.425","12.13K","-1.13%"
"2009年7月14日","80.370","80.190","80.485","80.045","4.60K","0.09%"
"2009年7月13日","80.300","80.400","80.700","80.175","3.39K","-0.16%"
"2009年7月10日","80.430","80.195","80.710","80.190","3.88K","0.47%"
"2009年7月9日","80.050","80.925","81.105","79.880","7.59K","-1.18%"
"2009年7月8日","81.005","81.020","81.120","80.770","4.72K","0.17%"
"2009年7月7日","80.865","80.545","81.075","80.320","4.83K","0.21%"
"2009年7月6日","80.695","80.605","81.165","80.460","5.28K","0.04%"
"2009年7月3日","80.665","80.675","80.750","80.415","0.76K","0.35%"
"2009年7月2日","80.380","79.850","80.585","79.850","0.19K","0.63%"
"2009年7月1日","79.875","80.385","80.680","79.565","6.79K","-0.68%"
"2009年6月30日","80.425","80.055","80.640","79.695","7.74K","0.39%"
"2009年6月29日","80.115","80.050","80.595","80.030","5.01K","0.01%"
"2009年6月26日","80.105","80.595","80.595","79.905","8.33K","-0.72%"
"2009年6月25日","80.690","80.850","81.255","80.570","6.05K","-0.23%"
"2009年6月24日","80.880","80.185","81.085","79.900","6.33K","0.88%"
"2009年6月23日","80.175","81.195","81.285","80.040","9.71K","-1.19%"
"2009年6月22日","81.140","80.620","81.300","80.620","5.26K","0.63%"
"2009年6月19日","80.630","80.950","81.125","80.310","5.39K","-0.47%"
"2009年6月18日","81.010","80.605","81.170","80.485","5.44K","0.54%"
"2009年6月17日","80.575","81.180","81.355","80.435","5.21K","-0.68%"
"2009年6月16日","81.130","81.575","81.795","80.705","4.56K","0.33%"
"2009年6月15日","80.861","80.525","80.925","80.525","0.46K","0.86%"
"2009年6月12日","80.175","79.475","80.540","79.470","3.30K","0.94%"
"2009年6月11日","79.430","80.275","80.415","79.200","13.03K","-1.13%"
"2009年6月10日","80.340","79.880","80.670","79.480","18.49K","0.65%"
"2009年6月9日","79.825","80.740","81.085","79.700","8.68K","-1.41%"
"2009年6月8日","80.970","80.900","81.530","80.580","13.35K","0.30%"
"2009年6月5日","80.730","79.505","80.885","79.185","9.69K","1.61%"
"2009年6月4日","79.450","79.500","80.000","79.075","12.13K","-0.11%"
"2009年6月3日","79.535","78.550","79.695","78.385","8.02K","1.36%"
"2009年6月2日","78.470","79.130","79.500","78.375","6.81K","-0.87%"
