"日期","收市","開市","高","低","成交量","升跌（%）"
"2022-12-14","3,995.32","4,015.54","4,053.76","3,965.65","","-0.61%"
"2022-12-13","4,019.65","4,069.38","4,100.96","3,993.03","","0.73%"
